,score_phrase,title,url,platform,score,genre,editors_choice,release_year,release_month,release_day
917,Amazing,"The Operational Art of War, Vol. 1",/games/the-operational-art-of-war-vol-1/pc-4021,PC,9.0,Strategy,Y,1998,8,12
918,Amazing,Might and Magic VI: The Mandate of Heaven,/games/might-and-magic-vi-the-mandate-of-heaven/pc-3546,PC,9.0,RPG,Y,1998,8,12
919,Mediocre,Test Drive Off-Road 2,/games/test-drive-off-road-2/ps-10309,PlayStation,5.8,Racing,N,1998,10,27
920,Great,Railroad Tycoon II,/games/railroad-tycoon-2-platinum-edition/pc-10174,PC,8.9,Strategy,Y,1998,10,27
921,Great,WCW/NWO Revenge,/games/wcwnwo-revenge/n64-3875,Nintendo 64,8.0,Wrestling,N,1998,10,26
922,Great,Rival Schools: United by Fate,/games/rival-schools-united-by-fate/ps-3739,PlayStation,8.0,Fighting,N,1998,10,26
923,Amazing,Space Station Silicon Valley,/games/space-station-silicon-valley/n64-1946,Nintendo 64,9.5,Platformer,Y,1998,10,23
924,Mediocre,Cardinal Syn,/games/cardinal-syn/ps-3965,PlayStation,5.5,Fighting,N,1998,10,23
925,Great,NHL '99,/games/ea-sports-mania-pack/n64-3970,Nintendo 64,8.8,Sports,N,1998,10,14
926,Good,Need for Speed III: Hot Pursuit,/games/need-for-speed-iii-hot-pursuit/pc-3900,PC,7.3,Racing,N,1998,10,13
927,Okay,Brunswick Circuit Pro Bowling,/games/brunswick-circuit-pro-bowling/pc-10176,PC,6.8,Sports,N,1998,10,13
928,Good,Redline Racer,/games/redline-racer/pc-3125,PC,7.0,Racing,N,1998,10,12
929,Okay,Ninja: Shadow of Darkness,/games/ninja-shadow-of-darkness/ps-2092,PlayStation,6.5,Action,N,1998,10,12
930,Great,Caesar III,/games/caesar-iii/pc-10142,PC,8.7,Strategy,Y,1998,10,8
931,Okay,Cruis'n World,/games/cruisn-world/n64-73,Nintendo 64,6.5,Racing,N,1998,10,8
932,Okay,Running Wild,/games/running-wild/ps-2113,PlayStation,6.1,Racing,N,1998,10,8
933,Good,Test Drive 5,/games/test-drive-5/ps-3928,PlayStation,7.5,Racing,N,1998,10,8
934,Mediocre,Bottom of the 9th '99,/games/bottom-of-the-9th-99/ps-10146,PlayStation,5.0,Sports,N,1998,9,2
935,Great,Warlords III: Darklords Rising,/games/warlords-iii-darklords-rising/pc-3942,PC,8.0,Strategy,N,1998,9,2
936,Great,Commandos: Behind Enemy Lines,/games/commandos-behind-enemy-lines/pc-3853,PC,8.2,Strategy,N,1998,9,1
937,Okay,Leisure Suit Larry's Casino,/games/leisure-suit-larrys-casino/pc-3884,PC,6.2,Casino,N,1998,9,1
938,Good,Castrol Honda Superbike World Champions,/games/castrol-honda-superbike-world-champions-142679/pc-3595,PC,7.5,Racing,N,1998,9,1
939,Great,WWF Warzone,/games/wwf-warzone/n64-1980,Nintendo 64,8.5,Wrestling,N,1998,8,12
940,Mediocre,Pro Pilot 99,/games/pro-pilot-99/pc-4019,PC,5.8,Simulation,N,1998,10,23
941,Great,Body Harvest,/games/body-harvest/n64-405,Nintendo 64,8.4,Action,N,1998,10,22
942,Great,Madden NFL '99,/games/madden-football/pc-9982,PC,8.5,Sports,N,1998,10,22
943,Good,MediEvil,/games/medievil/ps-3950,PlayStation,7.8,Action,N,1998,10,22
944,Good,Lemmings and Oh No! More Lemmings,/games/lemmings/ps-10302,PlayStation,7.0,Puzzle,N,1998,10,22
945,Great,Axis & Allies [1998],/games/axis-allies-1998/pc-9954,PC,8.2,Strategy,N,1998,10,21
946,Good,The Game of Life [1998],/games/the-game-of-life-1998/pc-10306,PC,7.2,Puzzle,N,1998,10,7
947,Good,Rogue Trip: Vacation 2012,/games/rogue-trip-vacation-2012/ps-3768,PlayStation,7.9,Action,N,1998,10,7
948,Okay,S.C.A.R.S.,/games/scars-809360/ps-9925,PlayStation,6.5,Racing,N,1998,10,7
949,Good,Bomberman World,/games/bomberman-world/ps-2297,PlayStation,7.8,Action,N,1998,10,7
950,Great,NFL Blitz [1998],/games/nfl-blitz-1997/pc-2286,PC,8.5,"Sports, Action",N,1998,10,6
951,Okay,Dragon Seeds,/games/dragon-seeds/ps-10303,PlayStation,6.9,RPG,N,1998,10,6
952,Good,Jane's IAF -- Israeli Air Force,/games/janes-2-pack-usnf-97-iaf-israeli-air-force/pc-10178,PC,7.0,"Flight, Simulation",N,1998,10,5
953,Amazing,Brunswick Circuit Pro Bowling,/games/brunswick-circuit-pro-bowling/ps-3791,PlayStation,9.0,Sports,N,1998,10,2
954,Okay,iF/A-18 Carrier Strike Fighter,/games/ifa-18-carrier-strike-fighter/pc-9946,PC,6.8,Simulation,N,1998,10,1
955,Mediocre,The Fifth Element,/games/nyr-new-york-race/ps-3936,PlayStation,5.0,Action,N,1998,10,1
956,Okay,Get Medieval,/games/get-medieval/pc-3981,PC,6.1,Action,N,1998,8,31
957,Bad,Sensible Soccer '98,/games/sensible-soccer-98/pc-3959,PC,4.3,Sports,N,1998,8,31
958,Great,Wild 9,/games/wild-9/ps-1869,PlayStation,8.5,Action,N,1998,10,1
959,Great,TOCA Championship Racing,/games/toca-championship-racing/pc-3381,PC,8.2,Racing,N,1998,9,30
960,Great,NHL FaceOff '99,/games/nhl-faceoff-99/ps-10240,PlayStation,8.8,Sports,N,1998,9,30
961,Good,NASCAR 99,/games/nascar-99/ps-3841,PlayStation,7.1,Racing,N,1998,9,30
962,Okay,Pool Hustler,/games/pool-hustler/ps-10238,PlayStation,6.7,Sports,N,1998,9,30
963,Good,Spearhead,/games/spearhead/pc-3132,PC,7.0,Simulation,N,1998,9,29
964,Painful,Activision Classics,/games/activision-classics/ps-4023,PlayStation,2.0,Action,N,1998,9,29
965,Mediocre,Heart of Darkness,/games/heart-of-darkness/pc-2254,PC,5.8,Platformer,N,1998,9,29
966,Great,NHL '99,/games/ea-sports-mania-pack/ps-10157,PlayStation,8.9,Sports,N,1998,9,29
967,Bad,Starship Titanic,/games/starship-titanic/pc-3133,PC,4.9,Adventure,N,1998,8,31
968,Good,Tiger Woods '99,/games/pga-tour-golf-the-monterey-courses/pc-4006,PC,7.8,Sports,N,1998,8,31
969,Good,X-COM: Interceptor,/games/x-com-interceptor/pc-3144,PC,7.0,Action,N,1998,8,31
970,Bad,Super B-Daman Battle Phoenix 64,/games/super-b-daman-battle-phoenix-64/n64-4000,Nintendo 64,4.0,Action,N,1998,8,30
971,Mediocre,Pokemon Stadium [Japanese Version],/games/pokemon-stadium-jp-version/n64-3997,Nintendo 64,5.0,Battle,N,1998,8,30
972,Mediocre,Waialae Country Club: True Golf Classics,/games/waialae-country-club-true-golf-classics/n64-3825,Nintendo 64,5.8,Sports,N,1998,8,30
973,Good,NCAA Football '99,/games/ncaa-football-99-877941/ps-3843,PlayStation,7.8,Sports,N,1998,8,28
974,Amazing,NFL GameDay 99,/games/nfl-gameday-99/ps-4016,PlayStation,9.3,Sports,N,1998,8,28
975,Great,WWF Warzone,/games/wwf-warzone/ps-3730,PlayStation,8.0,Wrestling,N,1998,8,28
976,Amazing,Devil Dice,/games/devil-dice/ps-3896,PlayStation,9.0,Puzzle,Y,1998,9,29
977,Great,Trap Gunner,/games/trap-gunner/ps-3864,PlayStation,8.9,Action,N,1998,9,28
978,Unbearable,Deep Sea Trophy Fishing,/games/deep-sea-trophy-fishing/pc-10224,PC,1.8,Hunting,N,1998,9,28
979,Great,Unholy War,/games/unholy-war/ps-3911,PlayStation,8.0,Strategy,N,1998,9,28
980,Great,Madden NFL '99,/games/madden-football/n64-3844,Nintendo 64,8.5,Sports,N,1998,9,25
981,Mediocre,Industry Giant [1998],/games/industry-giant-1998/pc-3745,PC,5.0,Strategy,N,1998,8,27
982,Great,Madden NFL '99,/games/madden-football/ps-3840,PlayStation,8.5,Sports,N,1998,8,26
983,Great,Turbo Prop Racing,/games/turbo-prop-racing/ps-3962,PlayStation,8.0,Racing,N,1998,8,24
984,Great,Tomba!,/games/tomba/ps-2260,PlayStation,8.7,Platformer,Y,1998,8,24
985,Great,Elemental Gearbolt,/games/elemental-gearbolt/ps-2244,PlayStation,8.3,Action,Y,1998,8,24
986,Good,Azure Dreams,/games/azure-dreams/ps-2224,PlayStation,7.0,RPG,N,1998,8,24
987,Painful,Spice World,/games/spice-world/ps-3954,PlayStation,2.0,Action,N,1998,8,24
988,Great,Gex: Enter the Gecko,/games/gex-64-enter-the-gecko/ps-2061,PlayStation,8.0,Platformer,N,1998,8,23
989,Great,Need for Speed III: Hot Pursuit,/games/need-for-speed-iii-hot-pursuit/ps-2231,PlayStation,8.0,Racing,Y,1998,8,23
990,Great,Moto Racer 2,/games/moto-racer-2/ps-3898,PlayStation,8.7,Racing,Y,1998,9,18
991,Great,Circuit Breakers [1998],/games/circuit-breakers/ps-3943,PlayStation,8.0,Racing,N,1998,9,18
992,Amazing,Tenchu: Stealth Assassins,/games/tenchu-shinobi-hyakusen/ps-2332,PlayStation,9.0,Action,Y,1998,9,18
993,Great,G Darius,/games/g-darius/ps-3895,PlayStation,8.0,Shooter,N,1998,9,17
994,Okay,Bomberman Hero,/games/bomberman-hero/n64-3781,Nintendo 64,6.0,Platformer,N,1998,9,16
995,Amazing,Einhander,/games/einhander/ps-2048,PlayStation,9.0,Shooter,Y,1998,8,23
996,Amazing,Gran Turismo [1998],/games/gran-turismo-1998/ps-2226,PlayStation,9.5,Racing,Y,1998,8,23
997,Amazing,Tekken 3,/games/tekken-3/ps-2294,PlayStation,9.3,Fighting,Y,1998,8,23
998,Okay,Vangers,/games/vangers/pc-3628,PC,6.7,Action,N,1998,8,18
999,Great,Mortal Kombat 4,/games/mortal-kombat-4/pc-3940,PC,8.0,Fighting,N,1998,8,18
1000,Okay,Twisted Edge Extreme Snowboading,/games/twisted-edge-extreme-snowboading/n64-2007,Nintendo 64,6.8,Sports,N,1998,11,13
